,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spent,Total_Accept,Living_With,Children,Family_Size
123,2,0.318939112678671,0.8383838383838385,0.014808362369337979,0.0,0.054474708171206226,0.14893617021276595,0.10344827586206896,0.028985507246376812,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.3846153846153846,0.025401069518716582,0,1,1,0.25
127,3,0.5899155374048637,0.5151515151515152,0.06097560975609756,0.0,0.0622568093385214,0.0,0.0,0.057971014492753624,0.3333333333333333,0.18181818181818182,0.0,0.3076923076923077,0.2631578947368421,0,0,0,0,0,0,0,0.826923076923077,0.05681818181818183,0,2,2,0.75
129,4,0.8570865045479861,0.7272727272727273,0.42857142857142855,0.26760563380281693,0.42801556420233466,0.3404255319148936,0.41379310344827586,0.17391304347826086,0.6666666666666666,0.5454545454545454,0.3333333333333333,0.7692307692307693,0.15789473684210525,0,0,0,0,0,0,0,0.7692307692307693,0.43850267379679153,0,2,2,0.75
131,3,0.6709323371078523,0.42424242424242425,0.4651567944250871,0.07042253521126761,0.18287937743190663,0.0,0.1724137931034483,0.5942028985507246,0.8333333333333333,1.0,0.1111111111111111,0.46153846153846156,0.3684210526315789,0,0,0,0,0,0,0,0.7307692307692307,0.4191176470588236,0,1,2,0.5
134,4,0.4414446816409877,0.5151515151515152,0.1916376306620209,0.0,0.12840466926070038,0.06382978723404255,0.0,0.3333333333333333,0.8333333333333333,0.4545454545454546,0.1111111111111111,0.38461538461538464,0.3684210526315789,0,0,0,0,0,0,0,0.6153846153846153,0.18315508021390375,0,2,2,0.75
136,1,0.07014572118062003,0.31313131313131315,0.0,0.014084507042253521,0.011673151750972763,0.2127659574468085,0.20689655172413793,0.13043478260869565,0.3333333333333333,0.09090909090909091,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.3846153846153846,0.016042780748663103,0,1,1,0.25
137,4,0.35107666604789317,0.6161616161616162,0.046167247386759584,0.014084507042253521,0.13229571984435798,0.0425531914893617,0.0,0.2318840579710145,0.5,0.18181818181818182,0.2222222222222222,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,0,0.7115384615384616,0.06751336898395723,0,2,3,1.0
138,4,0.37541767217375177,0.37373737373737376,0.013066202090592335,0.0,0.0311284046692607,0.0851063829787234,0.06896551724137931,0.2898550724637681,0.3333333333333333,0.09090909090909091,0.1111111111111111,0.15384615384615385,0.21052631578947367,1,0,0,0,0,0,1,0.4423076923076923,0.02941176470588236,2,1,2,0.5
139,4,0.38772739929459826,0.7474747474747475,0.014808362369337979,0.014084507042253521,0.04669260700389105,0.06382978723404255,0.034482758620689655,0.057971014492753624,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.5961538461538461,0.022058823529411766,0,1,2,0.5
141,3,0.7147067013179879,0.04040404040404041,0.6428571428571429,0.0,0.9027237354085603,0.2765957446808511,0.6896551724137931,0.7246376811594203,0.3333333333333333,0.2727272727272727,0.5555555555555556,0.5384615384615385,0.3157894736842105,0,0,0,0,0,0,1,0.3846153846153846,0.7005347593582889,1,2,1,0.5
146,2,0.23731900872470768,0.4747474747474748,0.0017421602787456446,0.014084507042253521,0.07003891050583658,0.425531914893617,0.3793103448275862,0.2318840579710145,0.16666666666666666,0.18181818181818182,0.0,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,1,0.40384615384615385,0.042112299465240643,1,2,1,0.5
147,2,0.40659225914237995,0.494949494949495,0.005226480836236934,0.014084507042253521,0.038910505836575876,0.0,0.034482758620689655,0.057971014492753624,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3684210526315789,0,0,0,0,0,1,0,0.28846153846153844,0.011363636363636366,0,2,1,0.5
149,3,0.5348872285130871,0.6565656565656566,0.036585365853658534,0.22535211267605634,0.11284046692607004,0.2553191489361702,0.6896551724137931,0.11594202898550725,0.16666666666666666,0.18181818181818182,0.1111111111111111,0.3076923076923077,0.10526315789473684,0,0,0,0,0,0,0,0.576923076923077,0.08155080213903744,0,2,0,0.25
150,3,0.6479951735659923,0.595959595959596,0.2569686411149826,0.29577464788732394,0.30350194552529186,0.8297872340425532,0.4482758620689655,0.18840579710144928,0.16666666666666666,0.36363636363636365,0.4444444444444444,0.5384615384615385,0.10526315789473684,0,0,0,0,0,0,0,0.826923076923077,0.30347593582887705,0,2,2,0.75
151,2,0.7221667904213849,0.9696969696969697,0.30139372822299654,0.23943661971830987,0.1867704280155642,0.48936170212765956,0.4482758620689655,0.18840579710144928,0.6666666666666666,0.7272727272727273,0.1111111111111111,0.46153846153846156,0.2631578947368421,0,1,0,0,0,0,0,0.5192307692307693,0.304144385026738,1,2,1,0.5
153,2,0.3558798960460368,0.12121212121212122,0.004355400696864111,0.09859154929577466,0.0933852140077821,0.40425531914893614,0.48275862068965514,0.2898550724637681,0.6666666666666666,0.2727272727272727,0.0,0.3076923076923077,0.2631578947368421,0,0,0,0,0,0,0,0.15384615384615385,0.056149732620320865,0,1,1,0.25
156,2,0.5390871542602562,0.04040404040404041,0.18466898954703834,0.08450704225352113,0.26848249027237353,0.0851063829787234,0.41379310344827586,0.043478260869565216,0.5,0.5454545454545454,0.1111111111111111,0.38461538461538464,0.3157894736842105,0,0,0,0,0,0,0,0.7307692307692307,0.20120320855614976,0,1,1,0.25
157,2,0.657798867644329,0.494949494949495,0.006968641114982578,0.014084507042253521,0.027237354085603113,0.0425531914893617,0.0,0.0,0.16666666666666666,0.0,0.0,0.23076923076923078,0.15789473684210525,0,0,0,0,0,0,0,0.34615384615384615,0.008689839572192515,0,1,3,0.75
158,2,0.6018307963616114,0.030303030303030304,0.036585365853658534,0.15492957746478875,0.22178988326848248,0.2127659574468085,0.9655172413793103,0.2028985507246377,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.46153846153846156,0.05263157894736842,0,0,0,0,0,0,0,0.3653846153846154,0.10494652406417114,0,2,1,0.5
160,3,0.31349777241507343,0.0,0.004355400696864111,0.0,0.011673151750972763,0.0,0.0,0.07246376811594203,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3157894736842105,0,0,0,0,0,0,0,0.7307692307692307,0.005347593582887702,0,1,3,0.75
162,2,0.2288611472062373,0.9191919191919192,0.046167247386759584,0.04225352112676056,0.19066147859922178,0.14893617021276595,0.13793103448275862,0.07246376811594203,0.6666666666666666,0.2727272727272727,0.0,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,0,0.23076923076923073,0.07754010695187166,0,2,1,0.5
163,4,0.8198324670503065,0.09090909090909091,0.8719512195121951,0.16901408450704225,0.933852140077821,0.3404255319148936,0.41379310344827586,0.17391304347826086,0.16666666666666666,0.4545454545454546,0.4444444444444444,0.7692307692307693,0.05263157894736842,0,0,0,0,0,0,0,0.40384615384615385,0.86096256684492,0,1,0,0.0
165,2,0.46384815296083176,0.8383838383838385,0.0156794425087108,0.014084507042253521,0.1245136186770428,0.1276595744680851,0.10344827586206896,0.4057971014492754,0.5,0.18181818181818182,0.0,0.3076923076923077,0.2631578947368421,0,0,0,0,0,0,0,0.576923076923077,0.05548128342245991,0,2,3,1.0
167,2,0.5665258956747727,0.6363636363636365,0.18466898954703834,0.07042253521126761,0.12840466926070038,0.14893617021276595,0.0,0.028985507246376812,0.16666666666666666,0.2727272727272727,0.2222222222222222,0.46153846153846156,0.15789473684210525,0,1,0,0,0,0,0,0.7115384615384616,0.1697860962566845,1,1,0,0.0
169,2,0.2620776870243179,0.8484848484848485,0.013066202090592335,0.14084507042253522,0.07392996108949416,0.1702127659574468,0.5862068965517241,0.2898550724637681,0.5,0.18181818181818182,0.1111111111111111,0.23076923076923078,0.21052631578947367,0,0,0,0,0,0,0,0.7500000000000001,0.056149732620320865,0,2,2,0.75
